,C7_imputed,C3_imputed,C1,C4,words_per_sentence,real_word_per,non_real_word_per,short_sentences,short_sentences_per,long_sentences_per,long_words_per,pos_words_percent,neg_words_percent,uncertain_words_percent,total_shares,sales_per_share,outstanding_share_per,offering_share_per,C5_prime,C6_prime,C7_imputed_iqr_standardized,C3_imputed_iqr_standardized,C1_iqr_standardized,C4_iqr_standardized,words_per_sentence_iqr_standardized,real_word_per_iqr_standardized,non_real_word_per_iqr_standardized,short_sentences_iqr_standardized,short_sentences_per_iqr_standardized,long_sentences_per_iqr_standardized,long_words_per_iqr_standardized,pos_words_percent_iqr_standardized,neg_words_percent_iqr_standardized,uncertain_words_percent_iqr_standardized,total_shares_iqr_standardized,sales_per_share_iqr_standardized,outstanding_share_per_iqr_standardized,offering_share_per_iqr_standardized,C5_prime_iqr_standardized,C6_prime_iqr_standardized,I1
115,0.0002132130423284924,0.16639054567456912,0.12758786711603273,0.8224028885865324,0.4856822505195606,0.9474382667956271,0.05256173320437276,0.1636085626911315,0.10773734509556818,0.8922626549044319,0.542165584909473,0.6295076379534678,0.2422982678678886,0.5897866393369989,0.008900448782608254,0.0027066263163381117,0.7846891561751068,0.21531084382489307,0.04434351310284853,0.2894461859979102,0.013176532197355935,0.0,1.0,0.781522057356508,0.7359022426826662,0.6835806518773797,0.31641934812262007,0.42798353909465026,0.11797001595589585,0.8820299840441042,0.45237830645021426,0.7888739196487426,0.20378537469247604,0.6102723222205473,0.25988837363897743,0.019844149564407863,0.6342676775003033,0.36573232249969695,0.66041328162817,0.24260854966623957,CERE
116,0.05379467394993554,0.1691096834288056,0.03707270101107366,0.5934078252979254,0.34968141890229765,0.9330240974161758,0.0669759025838243,0.2110091743119266,0.1778068160819408,0.8221931839180592,0.5542808753868278,0.8581422446804452,0.30674079338813326,0.32887537241508036,0.03544059797613775,0.20209851048112606,0.4558511575407415,0.5441488424592584,0.010553444489865282,0.4137931034482759,1.0,0.5676288659793814,0.3811881188118812,0.3534492320244699,0.4806407544148046,0.5078539880823474,0.4921460119176524,0.5555555555555556,0.32168317625899534,0.6783168237410044,0.49460252866875476,1.0000000000000002,0.3131420650332989,0.14530878290707228,1.0,1.0,0.0,1.0,0.10123937238033989,0.5328796820426351,CF
117,0.01649878502460945,0.16940081995571027,0.05536831969186326,0.7988180175860132,0.42474811377703303,0.9420654273798044,0.05793457262019564,0.18807339449541285,0.20176486809449398,0.7982351319055061,0.571137148167973,0.4051677626691897,0.5404413464967985,0.4797362796240193,0.021222662628457113,0.09951954061211928,0.6063348518325575,0.39366514816744247,0.019233039709518066,0.48706896551724144,1.0,0.9398625429553265,0.5693069306930693,0.7374335856694147,0.621534277088251,0.6180790526666087,0.3819209473333911,0.49382716049382724,0.3913364849179468,0.6086635150820534,0.5533500270484057,0.33900499584293137,0.7097236516868929,0.41415428807608357,0.6196904683700808,0.7296465849633582,0.11956286875919275,0.8804371312408077,0.2448733864230693,0.7039323136215825,CFX
118,0.0002804165417600655,0.1609075460910621,0.028887818969667793,0.582087420386781,0.22949295660680957,0.9391146449741352,0.060885355025864944,0.07033639143730888,0.34231253938248263,0.6576874606175174,0.6756225707516215,0.5799518314328437,0.37723756505325484,0.4955006095542923,0.010324098386527342,0.003153447351834477,0.7700487752688512,0.22995122473114876,0.040892741042420744,0.45287356321839084,0.017329697802820305,0.0,0.29702970297029707,0.3322873884256459,0.2550576797133859,0.5821053427647023,0.4178946572352986,0.1769547325102881,0.7999511053549373,0.2000488946450627,0.9175027240073732,0.6894996228612804,0.43277259730640993,0.4422475119746079,0.30145818536771607,0.023120103619605866,0.5920176489292035,0.4079823510707969,0.6033082865169384,0.6241077522180738,CGTK
119,0.010756601244614025,0.1692266540865871,0.046701974000962924,0.48206848668710695,0.4400126846147878,0.9271789930902885,0.07282100690971152,0.1070336391437309,0.1932367149758454,0.8067632850241546,0.5556056678879514,0.7403785015681597,0.3122010032102422,0.4241099405738441,0.009365977680399564,0.13112094421325998,0.6185834190967596,0.3814165809032405,0.020231072433011945,0.4137931034482759,0.6647562507710398,0.7171821305841924,0.48019801980198024,0.1453165999700181,0.6501845215277928,0.4365948918637095,0.5634051081362896,0.2757201646090535,0.36654256255928463,0.6334574374407151,0.49921969678911093,1.0000000000000002,0.32240784830128544,0.3150239600187634,0.2734815700141241,0.9613383318886165,0.15491046799047004,0.8450895320095302,0.2613893001948129,0.5328796820426351,CHEF
120,0.006760372201790664,0.16911269370308674,0.061145883485796824,0.6248975432783239,0.32445479823821777,0.9294554512975801,0.07054454870241986,0.2293577981651376,0.30225878051965005,0.69774121948035,0.6633340737503687,0.29827927670150756,0.4540232079143984,0.65873496022684,0.00827912184128739,0.09091505216173323,0.6503891383341187,0.3496108616658813,0.02313759921069269,0.4504310344827587,0.4177899297818934,0.5714776632302405,0.6287128712871287,0.41231466061141403,0.4332926267739112,0.46434775056165556,0.5356522494383429,0.6049382716049383,0.6835027051443405,0.3164972948556595,0.8746748422423749,0.12466143302967497,0.5630751219389859,0.7331434258293292,0.2417459572033604,0.6665611288351948,0.2466971882341089,0.7533028117658911,0.3094878690146692,0.6184059978321088,CLAY
121,0.04040152493930989,0.16948682779231428,0.043331728454501686,0.8593488634691554,0.0012237331976631127,0.9271238050634291,0.07287619493657096,0.20183486238532108,0.10345970307529165,0.8965402969247084,1.0,0.35641619772702193,0.5937543240035588,0.46744676050471234,0.022067940079020052,0.235251690877491,0.3724495806801928,0.6275504193198074,0.007499736984621756,0.34482758620689663,1.0,1.0,0.44554455445544555,0.8505871613178029,0.0,0.4359220811323983,0.5640779188676011,0.5308641975308642,0.10553361587567633,0.8944663841243239,1.0000000000000002,0.2412434453089896,0.8001938920334247,0.3922534388962602,0.6443721206402181,1.0,0.0,1.0,0.050705187825581005,0.37188896996833176,CLD
122,0.01691328265107441,0.16912774507449246,0.04236880115551276,0.6005236192061352,0.37619708922190354,0.8995611160737754,0.10043888392622458,0.191131498470948,0.1691889632107024,0.8308110367892977,0.42128939631702855,0.7821888385312836,0.27877073413630143,0.42219827907759944,0.008878935360614695,0.21519371693880823,0.6333403213349211,0.36665967866507904,0.021519040382770933,0.3038793103448276,1.0,0.5907216494845361,0.43564356435643564,0.36675116945064423,0.5304083138312827,0.099898599385563,0.9001014006144343,0.5020576131687243,0.29662846956985045,0.7033715304301498,0.031100495769780245,1.0000000000000002,0.26567786210636457,0.3116172351741471,0.2592601931516923,1.0,0.1974967603264055,0.8025032396735952,0.28270319812445266,0.27630073467421407,CLU
123,0.012661178402607364,0.16907829056844514,0.1545498314877227,0.5480476277975103,0.19948107531430304,0.9024396490780712,0.09756035092192883,0.24464831804281348,0.33318544809228035,0.6668145519077195,0.4883559960641674,0.6432096536366646,0.44910824884589656,0.36857096048567317,0.011425814605433997,0.13108979338900906,0.6798275143586139,0.32017248564138606,0.02632245673280413,0.27586206896551735,0.7824588170426823,0.5274914089347079,1.0,0.26865496780424186,0.1987280426564373,0.1349914991672101,0.8650085008327868,0.6460905349794239,0.7734158884490809,0.22658411155091907,0.2648410747891756,0.8163505821972938,0.5547346099470541,0.21604931221490054,0.3336277133698117,0.961109943650551,0.33165209726863054,0.6683479027313692,0.3621923855823609,0.21089825789402833,CLUB
124,0.0032626288640138163,0.16842678120616958,0.03322099181511796,0.45612025390528366,0.2608269099460654,0.9330442991515586,0.06695570084844132,0.327217125382263,0.3165502740857551,0.683449725914245,0.5754582289193368,0.40158098834925815,0.4833840401477713,0.5406024320626203,0.05935819891949394,0.007473651035161851,0.8146157204831517,0.18538427951684816,0.05298272851823787,0.43821839080459773,0.20162994629787687,0.0,0.3415841584158416,0.0968101686095777,0.31386872864287585,0.5081002723786021,0.491899727621397,0.8683127572016462,0.7250524025920191,0.27494759740798114,0.5684098619084017,0.3318124345508417,0.6128994175073702,0.5226223584515755,1.0,0.054794504892938,0.7206314275383563,0.27936857246164387,0.8033790717242936,0.5898972259022842,CLWR
125,0.0007580437406784477,0.16896217998902968,0.043331728454501686,0.8098906321338968,0.28127896442990874,0.9559790300752092,0.044020969924790564,0.2981651376146789,0.30532814031740985,0.6946718596825902,0.5576653104842043,0.39683708294809894,0.5491022436878326,0.47809130606607775,0.01171744843302533,0.007677962460032086,0.7942714565792084,0.2057285434207915,0.04685232366849862,0.5470219435736677,0.04684698293767987,0.3790378006872852,0.44554455445544555,0.7581322213747239,0.3522554193976304,0.787703185606146,0.2122968143938535,0.7901234567901235,0.6924262630891485,0.30757373691085155,0.5063979651795805,0.32229947741492565,0.724420888403602,0.4112228212344984,0.3421432661247381,0.05629245326075242,0.6619208149727829,0.3380791850272174,0.7019302559683108,0.8438844667316304,CML
126,0.016378033828977064,0.16910839331125654,0.012999518536350507,0.7684959596516819,0.2979289777269438,0.9337359325822719,0.06626406741772803,0.20336391437308868,0.2559244026635332,0.744075597336467,0.5510340645643438,0.49880477087983716,0.3286344343606777,0.6141681068004896,0.015243787540042218,0.1325624109668632,0.5910440595346473,0.40895594046535283,0.018068457704214717,0.3719211822660099,1.0,0.565979381443299,0.13366336633663367,0.6807509269979833,0.38350601634869586,0.5165321446668258,0.48346785533317327,0.5349794238683128,0.5487946445456922,0.4512053554543085,0.48328674041535913,0.52677536015619,0.3502948006987493,0.6537219345704561,0.4451104937113878,0.9719067216504229,0.07543584668250514,0.9245641533174955,0.22560133699328697,0.4351353211403795,CMP
127,0.008784494673030857,0.16867190354049108,0.10399614829080403,0.86898356842367,0.3610075171585303,0.9164787726423592,0.08352122735764084,0.37920489296636084,0.21347985737853228,0.7865201426214677,0.5283518994430334,0.41289978018360285,0.7155396166813179,0.2957517590053039,0.015509344528090645,0.07003190666888671,0.5639168115436195,0.43608318845638044,0.016197579537835717,0.33563218390804606,0.5428803774506473,0.007903780068728494,1.0,0.8685978350497585,0.5018988354336784,0.3061458877146013,0.6938541122853963,1.0,0.42539550457905584,0.5746044954209442,0.4042348363549506,0.3545100164891674,1.0,0.08628000769335187,0.4528646166121598,0.5134523453899782,0.0,1.0,0.19464116730548128,0.3504235416917579,CNSL
128,0.0020536502939778297,0.16902883606239782,0.04044294655753491,0.7004747231183689,0.301503711503033,0.9526649328500032,0.047335067149996975,0.33792048929663604,0.28035199927422827,0.7196480007257717,0.5326128640139054,0.45926482104940214,0.3757285093384147,0.6002961242101792,0.006221958429649457,0.034331197371329066,0.704581477245269,0.29541852275473096,0.029471242434421237,0.30721003134796243,0.12691526243041765,0.46426116838487974,0.4158415841584159,0.5535951600254172,0.3902154743203492,0.74730021589302,0.2526997841069827,0.8971193415637861,0.6198130614699726,0.3801869385300276,0.419085154243912,0.4474858684641166,0.43021178304311747,0.629001016234584,0.18167787901781074,0.2517057531176222,0.403088465345792,0.5969115346542084,0.4142999687401051,0.2840758542914389,CNVO
129,0.0034999269626371354,0.13597602445546825,0.03225806451612903,0.6875705256349133,0.2593447707806831,0.9381237758000848,0.061876224199915335,0.06880733944954129,0.2895666594563415,0.7104333405436586,0.70125108239028,0.6508724641793162,0.2510397867415795,0.5626507801516915,0.010544213870620465,0.038730822402717975,0.7742262232681254,0.22577377673187443,0.04183421042983644,0.36870026525198946,0.2162949311540292,0.0,0.3316831683168317,0.5294726475307984,0.3110868849976818,0.5700254143533261,0.4299745856466739,0.17283950617283955,0.646602867649364,0.35339713235063597,1.0000000000000002,0.8317168220500273,0.21861942355790043,0.5619141762578872,0.3078854405062995,0.2839624472254053,0.604073161586542,0.39592683841345827,0.6188881636645128,0.4276165241478983,CNVX
130,0.001046347405068213,0.16908689135210553,0.05922002888781897,0.6674539365544218,0.3133201628926894,0.951762691142583,0.048237308857417165,0.18654434250764526,0.2519629206876275,0.7480370793123724,0.6393626475800598,0.0,0.5649436836315413,0.8016015804514216,0.035342695771783776,0.003919167330442,0.7691889891694805,0.23081101083051941,0.040702976537763266,0.46708463949843265,0.0646641036680086,0.538487972508591,0.6089108910891089,0.49186762233915676,0.41239390464243053,0.7363007666005963,0.2636992333994064,0.4897119341563787,0.5372774174076071,0.46272258259239285,0.7911296043133007,0.0,0.7513032526264735,0.9877425091615759,1.0,0.028734126393352034,0.5895364302029935,0.41046356979700654,0.6001679744589441,0.6572815959182332,COGT
131,0.0004650795038256782,0.16865040158134006,0.04910929224843524,0.6107660550597919,0.22131525607833713,0.9241695213373846,0.07583047866261536,0.1850152905198777,0.36081365845267266,0.6391863415473273,0.6345948074360699,0.7933004792001164,0.35764177926501334,0.33279683863639875,0.009809973575756442,0.005457389072644839,0.7596975287070398,0.24030247129296023,0.03869374639810524,0.45287356321839084,0.028741839568368878,0.0,0.504950495049505,0.38589790733743917,0.23970886174893913,0.399905685777572,0.600094314222426,0.48559670781893005,0.8537394582834952,0.14626054171650504,0.7745127231812636,1.0000000000000002,0.3995192407514029,0.15229713122592092,0.2864460141635198,0.040011893897214594,0.5621454437056248,0.4378545562943755,0.5669182914044547,0.6241077522180738,COLY
132,0.0011015572634761105,0.1689815317522656,0.08666345690900336,0.6692207000564426,0.47101859249897693,0.9190140693144849,0.08098593068551516,0.17737003058103976,0.20770780529018004,0.79229219470982,0.5248490533046861,0.30335148513780447,0.4929373160294737,0.6149762217283138,0.0066838708200119305,0.017465191273899883,0.7109909464936994,0.28900905350630063,0.030370705990256507,0.48706896551724144,0.06807606416056759,0.40378006872852235,0.8910891089108911,0.4951703286645347,0.7083798582584375,0.33705430943458126,0.6629456905654176,0.46502057613168724,0.4086144021131757,0.5913855978868243,0.39202671356834595,0.13483273649351163,0.6291109893522321,0.6551620562694764,0.19516547529830042,0.12804939703651555,0.4215852695345448,0.5784147304654557,0.4291847136781225,0.7039323136215825,COMV
133,0.012334253910464731,0.16908474115619043,0.025517573423206548,0.6219851510974088,0.42660977920946386,0.922802953583126,0.07719704641687397,0.19724770642201836,0.2272884120710207,0.7727115879289792,0.5274217764690696,0.3438287542756262,0.5375529372835888,0.5351473966981195,0.008150178372412133,0.16792976163931678,0.8098224537635299,0.19017754623647004,0.05142775031908102,0.45888594164456237,0.7622549352830251,0.5357388316151203,0.2623762376237624,0.4068703687936993,0.6250284578464722,0.3832455241002659,0.6167544758997321,0.5185185185185186,0.46554115254851314,0.5344588474514866,0.40099317085657704,0.2160018353108995,0.7048221232418704,0.5129010743534168,0.2379808764489112,1.0,0.7067987508375477,0.2932012491624523,0.7776465629100441,0.638142839937372,CONN
134,0.0034999269626371354,0.16880951607905753,0.03514684641309581,0.7845172112402397,0.3321298402919459,0.9592779789806806,0.04072202101931941,0.06422018348623854,0.2644217107132707,0.7355782892867292,0.6086107363619516,0.28342650826927557,0.554831066308985,0.5693289521246838,0.012507229040028177,0.033575238938852954,0.8059704750024848,0.19402952499751513,0.05023034256313121,0.46264367816091956,0.2162949311540292,0.18384879725085912,0.36138613861386143,0.7107003168860337,0.44769799940182686,0.8279214784489621,0.17207852155103853,0.16049382716049387,0.5734988909530563,0.4265011090469435,0.6839530132653804,0.09487716511173089,0.7341424981068417,0.5738151819650721,0.3652044400608938,0.2461632989901433,0.6956824954783802,0.3043175045216204,0.7578312975571687,0.6469147697619334,CONR
135,0.0034999269626371354,0.16881381647088775,0.02599903707270101,0.9082462963773095,0.4321597735714815,0.9530096180753961,0.046990381924603954,0.0,0.13823012736056214,0.8617698726394379,0.7329891664722599,0.25970779072239586,0.45352871508128684,0.692239892876392,0.008377345948089279,0.04663299638732119,0.7974019290094698,0.20259807099053,0.047720286821807525,0.26724137931034486,0.2162949311540292,0.18934707903780068,0.26732673267326734,0.9419937705078741,0.6354453045957169,0.7515023577662845,0.24849764223371595,0.0,0.20662176334591575,0.7933782366540845,1.0000000000000002,0.0473140026407361,0.5622359850617488,0.7928517406636497,0.2446140489133835,0.34189875024879246,0.6709549070818936,0.3290450929181063,0.716293717465762,0.19077441888474034,CORT
136,0.010450698215678648,0.1692825591803797,0.05584978334135773,0.6097973372754837,0.42828136225714264,0.9292095050926045,0.07079049490739553,0.2691131498470948,0.22147342995169086,0.7785265700483092,0.5157919892299674,0.42954239141672096,0.46105237394610615,0.5392982269257892,0.0067861985956115195,0.1637635737337324,0.6153525265814654,0.3846474734185346,0.019961842562990943,0.4482758620689655,0.6458514921032955,0.7886597938144331,0.5742574257425742,0.38408703092410973,0.6281658708419648,0.46134936023227446,0.5386506397677251,0.7119341563786009,0.44863523948881423,0.5513647605111855,0.360461024998741,0.3878834575471782,0.5750033684947825,0.520298166615915,0.19815339195601284,1.0,0.14558657799365982,0.8544134220063406,0.2569339579867156,0.6133750380797869,CPII
